staff_id,department,current_role,current_skills,target_department,target_role,required_skills,seniority_years,recent_training_hours,performance_rating,avg_salary_usd,recent_ot_hours
STF-01274,Private & Wealth,Private Banker,"wealth_management,customer_service,loan_underwriting",Private & Wealth,Relationship Manager,"wealth_management,leadership,cybersecurity",3.9,12.0,4,814.26,7.4
STF-01275,Private & Wealth,Wealth Advisor,"wealth_management,customer_service,sales_advisory,it_support",Digital & IT,Systems Administrator,"it_support,cybersecurity,data_analytics,leadership",10.4,20.0,3,989.63,3.6
STF-01276,Retail Banking,Customer Service Rep,"sales_advisory,branch_management,teller_ops,customer_service",Treasury & Markets,Treasury Analyst,"credit_risk,forex_ops,data_analytics",3.3,10.0,3,803.53,5.9
STF-01277,Credit & Lending,Credit Analyst,"aml_compliance,data_analytics,credit_risk",Credit & Lending,Loan Officer,"loan_underwriting,credit_risk",3.2,22.0,4,625.53,3.3
STF-01278,Retail Banking,Teller,"branch_management,customer_service,sales_advisory,teller_ops,data_analytics",Private & Wealth,Wealth Advisor,"sales_advisory,customer_service,branch_management",13.3,21.0,3,1056.6,10.7
STF-01279,Digital & IT,Systems Administrator,"data_analytics,digital_banking,it_support,customer_service",Digital & IT,Digital Banking Officer,"it_support,digital_banking",0.3,22.0,2,620.29,2.2
STF-01280,Retail Banking,Teller,"customer_service,teller_ops,sales_advisory,data_analytics",Retail Banking,Branch Supervisor,"customer_service,teller_ops,branch_management",4.9,20.0,4,744.91,0.0
STF-01281,Treasury & Markets,Markets Associate,"forex_ops,data_analytics,treasury_ops,aml_compliance",Treasury & Markets,FX Dealer,"forex_ops,credit_risk,data_analytics",10.0,20.0,4,903.67,4.5
STF-01282,Credit & Lending,Credit Analyst,"loan_underwriting,aml_compliance,credit_risk,sales_advisory",Credit & Lending,Underwriter,"loan_underwriting,data_analytics",6.2,25.0,4,735.91,4.1
STF-01283,Private & Wealth,Relationship Manager,"wealth_management,leadership,forex_ops",Retail Banking,Customer Service Rep,"sales_advisory,customer_service,branch_management",7.5,26.0,1,734.77,6.4
STF-01284,Digital & IT,Digital Banking Officer,"it_support,digital_banking",Digital & IT,Digital Banking Officer,"data_analytics,cybersecurity",4.7,23.0,3,919.75,0.5
STF-01285,Retail Banking,Branch Supervisor,"customer_service,branch_management,teller_ops,sales_advisory,digital_banking",Digital & IT,Digital Banking Officer,"data_analytics,cybersecurity,it_support",2.7,20.0,4,577.1,6.0
STF-01286,Private & Wealth,Private Banker,"wealth_management,leadership,customer_service,sales_advisory",Digital & IT,Systems Administrator,"digital_banking,it_support,cybersecurity",1.8,19.0,4,723.12,5.1
STF-01287,Compliance & Risk,Compliance Officer,"aml_compliance,credit_risk",Compliance & Risk,AML Investigator,"cybersecurity,leadership,aml_compliance",4.4,13.0,1,829.72,9.1
STF-01288,Private & Wealth,Wealth Advisor,"wealth_management,leadership,customer_service,it_support",Private & Wealth,Wealth Advisor,"wealth_management,sales_advisory",1.8,17.0,2,697.46,0.3
STF-01289,Private & Wealth,Private Banker,"customer_service,sales_advisory,wealth_management,leadership,treasury_ops",Treasury & Markets,Treasury Analyst,"treasury_ops,credit_risk",3.0,9.0,3,699.13,1.5
STF-01290,Digital & IT,Systems Administrator,"it_support,digital_banking,data_analytics",Digital & IT,Systems Administrator,"cybersecurity,digital_banking,it_support,teller_ops",0.5,22.0,3,675.98,15.6
STF-01291,Private & Wealth,Relationship Manager,"sales_advisory,leadership,customer_service",Compliance & Risk,Compliance Officer,"aml_compliance,cybersecurity,credit_risk,teller_ops",12.1,20.0,3,743.62,3.9
STF-01292,Treasury & Markets,Treasury Analyst,"data_analytics,forex_ops,credit_risk",Compliance & Risk,Risk Analyst,"leadership,credit_risk,cybersecurity",5.1,14.0,3,849.08,3.4
STF-01293,Digital & IT,IT Support Analyst,"cybersecurity,it_support",Compliance & Risk,AML Investigator,"credit_risk,cybersecurity,leadership",13.8,27.0,2,1089.33,13.2
STF-01294,Compliance & Risk,AML Investigator,"credit_risk,leadership,cybersecurity,aml_compliance,customer_service",Digital & IT,IT Support Analyst,"cybersecurity,digital_banking,it_support",7.1,20.0,3,848.44,4.6
STF-01295,Private & Wealth,Private Banker,"leadership,wealth_management,teller_ops",Compliance & Risk,Risk Analyst,"credit_risk,cybersecurity,leadership,branch_management",3.7,17.0,2,652.15,7.8
STF-01296,Compliance & Risk,Compliance Officer,"leadership,credit_risk,aml_compliance",Private & Wealth,Private Banker,"sales_advisory,customer_service",6.9,15.0,2,934.49,3.6
STF-01297,Compliance & Risk,AML Investigator,"aml_compliance,credit_risk,cybersecurity,leadership",Digital & IT,Systems Administrator,"digital_banking,cybersecurity",9.5,17.0,2,795.37,5.5
STF-01298,Retail Banking,Customer Service Rep,"branch_management,sales_advisory,teller_ops,customer_service,wealth_management",Compliance & Risk,Compliance Officer,"aml_compliance,cybersecurity,digital_banking",3.4,21.0,2,886.24,5.2
STF-01299,Treasury & Markets,Treasury Analyst,"forex_ops,data_analytics,aml_compliance",Private & Wealth,Private Banker,"customer_service,leadership,wealth_management",5.6,21.0,1,817.28,3.3
STF-01300,Private & Wealth,Wealth Advisor,"customer_service,leadership,treasury_ops",Credit & Lending,Credit Analyst,"aml_compliance,credit_risk,data_analytics",7.2,15.0,3,885.58,4.6
STF-01301,Retail Banking,Branch Supervisor,"branch_management,teller_ops,sales_advisory",Retail Banking,Branch Supervisor,"sales_advisory,teller_ops",2.5,16.0,3,705.37,12.7
STF-01302,Private & Wealth,Wealth Advisor,"wealth_management,sales_advisory,customer_service,leadership",Private & Wealth,Relationship Manager,"leadership,wealth_management",2.7,20.0,4,712.42,8.1
STF-01303,Compliance & Risk,Risk Analyst,"aml_compliance,cybersecurity,leadership,digital_banking",Retail Banking,Customer Service Rep,"branch_management,teller_ops,sales_advisory",10.7,17.0,4,1124.04,2.8
STF-01304,Digital & IT,IT Support Analyst,"digital_banking,it_support,data_analytics,cybersecurity,customer_service",Digital & IT,Systems Administrator,"digital_banking,cybersecurity,it_support",8.9,14.0,2,791.25,0.0
STF-01305,Treasury & Markets,FX Dealer,"data_analytics,treasury_ops,credit_risk",Treasury & Markets,Treasury Analyst,"credit_risk,data_analytics,cybersecurity",3.4,15.0,3,882.17,6.8
STF-01306,Digital & IT,Systems Administrator,"digital_banking,it_support",Private & Wealth,Private Banker,"sales_advisory,customer_service",1.0,17.0,5,929.88,6.6
STF-01307,Digital & IT,Digital Banking Officer,"it_support,cybersecurity,digital_banking",Compliance & Risk,AML Investigator,"leadership,aml_compliance,credit_risk,loan_underwriting",5.7,16.0,2,783.12,8.9
STF-01308,Credit & Lending,Underwriter,"aml_compliance,data_analytics,credit_risk,loan_underwriting",Credit & Lending,Credit Analyst,"data_analytics,aml_compliance",3.7,16.0,3,761.65,4.3
STF-01309,Compliance & Risk,Compliance Officer,"aml_compliance,cybersecurity,leadership",Compliance & Risk,AML Investigator,"aml_compliance,cybersecurity",2.1,17.0,4,702.51,9.8
STF-01310,Compliance & Risk,AML Investigator,"credit_risk,leadership,wealth_management",Compliance & Risk,Risk Analyst,"credit_risk,leadership,cybersecurity",3.1,15.0,3,500.04,7.7
STF-01311,Digital & IT,Digital Banking Officer,"cybersecurity,data_analytics",Retail Banking,Branch Supervisor,"customer_service,sales_advisory,branch_management",6.1,21.0,4,737.07,9.3
STF-01312,Compliance & Risk,Compliance Officer,"leadership,credit_risk,cybersecurity,aml_compliance",Compliance & Risk,Compliance Officer,"leadership,cybersecurity,credit_risk",10.5,15.0,3,894.4,6.3
STF-01313,Treasury & Markets,Markets Associate,"forex_ops,treasury_ops,data_analytics,credit_risk,loan_underwriting",Treasury & Markets,FX Dealer,"treasury_ops,credit_risk",3.6,15.0,3,677.01,9.6
STF-01314,Retail Banking,Teller,"branch_management,sales_advisory",Digital & IT,Systems Administrator,"digital_banking,data_analytics,cybersecurity,sales_advisory",11.6,13.0,3,967.31,0.9
STF-01315,Private & Wealth,Private Banker,"leadership,customer_service,wealth_management,digital_banking",Private & Wealth,Relationship Manager,"leadership,customer_service,teller_ops",1.9,21.0,3,933.98,11.1
STF-01316,Compliance & Risk,Compliance Officer,"credit_risk,cybersecurity,leadership",Compliance & Risk,Compliance Officer,"leadership,credit_risk",12.4,22.0,2,926.48,7.5
STF-01317,Digital & IT,IT Support Analyst,"digital_banking,data_analytics,it_support",Compliance & Risk,AML Investigator,"leadership,aml_compliance",1.7,19.0,5,525.34,6.8
STF-01318,Treasury & Markets,FX Dealer,"credit_risk,data_analytics,forex_ops,treasury_ops",Treasury & Markets,Treasury Analyst,"data_analytics,forex_ops,teller_ops",8.1,17.0,3,881.81,6.1
STF-01319,Retail Banking,Branch Supervisor,"teller_ops,sales_advisory,it_support",Retail Banking,Branch Supervisor,"sales_advisory,teller_ops,data_analytics",2.9,20.0,4,676.34,7.8
STF-01320,Compliance & Risk,Compliance Officer,"leadership,cybersecurity,aml_compliance,treasury_ops",Compliance & Risk,Risk Analyst,"cybersecurity,credit_risk,leadership",3.4,14.0,3,740.3,9.3
STF-01321,Treasury & Markets,Markets Associate,"data_analytics,credit_risk",Compliance & Risk,Risk Analyst,"credit_risk,leadership,aml_compliance,branch_management",6.2,22.0,3,855.65,9.6
STF-01322,Treasury & Markets,Markets Associate,"forex_ops,treasury_ops",Treasury & Markets,Treasury Analyst,"treasury_ops,credit_risk,forex_ops",10.0,15.0,3,739.82,6.8
STF-01323,Private & Wealth,Wealth Advisor,"wealth_management,customer_service,forex_ops",Credit & Lending,Lending Manager,"aml_compliance,loan_underwriting,data_analytics,forex_ops",2.9,14.0,3,650.19,5.6
STF-01324,Compliance & Risk,Risk Analyst,"aml_compliance,cybersecurity,credit_risk",Compliance & Risk,Risk Analyst,"credit_risk,cybersecurity",9.4,14.0,1,863.27,12.1
STF-01325,Digital & IT,Digital Banking Officer,"it_support,digital_banking,wealth_management",Digital & IT,Systems Administrator,"data_analytics,digital_banking,teller_ops",7.0,19.0,2,540.6,5.3
STF-01326,Treasury & Markets,Treasury Analyst,"data_analytics,forex_ops,loan_underwriting",Treasury & Markets,FX Dealer,"forex_ops,credit_risk",3.2,18.0,3,688.81,7.4
STF-01327,Digital & IT,IT Support Analyst,"digital_banking,cybersecurity,data_analytics,it_support",Private & Wealth,Private Banker,"customer_service,sales_advisory,loan_underwriting",4.8,11.0,4,626.76,1.6
STF-01328,Credit & Lending,Credit Analyst,"data_analytics,loan_underwriting",Credit & Lending,Credit Analyst,"credit_risk,aml_compliance,data_analytics",4.7,17.0,3,555.18,9.8
STF-01329,Treasury & Markets,Markets Associate,"forex_ops,data_analytics,treasury_ops,credit_risk,it_support",Treasury & Markets,Markets Associate,"data_analytics,forex_ops",10.8,10.0,3,849.02,10.8
STF-01330,Credit & Lending,Loan Officer,"credit_risk,data_analytics,aml_compliance,loan_underwriting,forex_ops",Treasury & Markets,FX Dealer,"credit_risk,treasury_ops,forex_ops",1.1,23.0,3,884.19,5.3
STF-01331,Compliance & Risk,Risk Analyst,"cybersecurity,aml_compliance,credit_risk",Private & Wealth,Private Banker,"sales_advisory,customer_service,wealth_management,credit_risk",1.9,27.0,2,625.03,10.1
STF-01332,Digital & IT,Systems Administrator,"it_support,digital_banking",Digital & IT,IT Support Analyst,"cybersecurity,digital_banking,aml_compliance",5.0,12.0,3,751.61,10.5
STF-01333,Private & Wealth,Private Banker,"leadership,wealth_management,customer_service,branch_management",Credit & Lending,Credit Analyst,"credit_risk,aml_compliance,treasury_ops",7.8,14.0,4,805.21,13.7
STF-01334,Private & Wealth,Relationship Manager,"leadership,sales_advisory,customer_service,wealth_management",Private & Wealth,Relationship Manager,"leadership,wealth_management,customer_service",0.7,19.0,4,569.35,1.9
STF-01335,Digital & IT,Digital Banking Officer,"digital_banking,it_support,treasury_ops",Digital & IT,IT Support Analyst,"cybersecurity,digital_banking",5.9,26.0,3,780.14,2.4
STF-01336,Credit & Lending,Loan Officer,"credit_risk,aml_compliance",Private & Wealth,Wealth Advisor,"wealth_management,leadership,treasury_ops",12.8,19.0,3,947.03,2.2
STF-01337,Treasury & Markets,FX Dealer,"forex_ops,treasury_ops,data_analytics,credit_risk",Digital & IT,Digital Banking Officer,"it_support,cybersecurity,data_analytics",2.4,17.0,2,841.9,3.8
STF-01338,Digital & IT,Systems Administrator,"cybersecurity,it_support",Digital & IT,Digital Banking Officer,"it_support,data_analytics",6.3,16.0,4,659.35,10.0
STF-01339,Treasury & Markets,Treasury Analyst,"treasury_ops,credit_risk,data_analytics,forex_ops",Retail Banking,Customer Service Rep,"teller_ops,sales_advisory,customer_service",11.4,18.0,3,867.1,4.6
STF-01340,Private & Wealth,Private Banker,"wealth_management,sales_advisory",Treasury & Markets,Treasury Analyst,"credit_risk,treasury_ops,data_analytics",7.4,17.0,4,952.23,0.0
STF-01341,Credit & Lending,Underwriter,"credit_risk,data_analytics,cybersecurity",Private & Wealth,Private Banker,"sales_advisory,customer_service,leadership,aml_compliance",1.3,20.0,3,441.22,2.6
STF-01342,Credit & Lending,Loan Officer,"loan_underwriting,data_analytics,credit_risk,forex_ops",Credit & Lending,Credit Analyst,"aml_compliance,loan_underwriting,customer_service",2.8,18.0,3,788.76,5.5
STF-01343,Credit & Lending,Loan Officer,"loan_underwriting,aml_compliance,credit_risk",Credit & Lending,Underwriter,"aml_compliance,credit_risk,data_analytics,digital_banking",8.1,25.0,3,823.32,5.2
STF-01344,Retail Banking,Teller,"sales_advisory,teller_ops,branch_management,customer_service,it_support",Retail Banking,Branch Supervisor,"customer_service,sales_advisory,branch_management",4.4,17.0,2,983.56,3.0
STF-01345,Digital & IT,Systems Administrator,"it_support,digital_banking",Digital & IT,Systems Administrator,"cybersecurity,digital_banking,it_support,sales_advisory",5.9,18.0,3,661.24,4.3
STF-01346,Compliance & Risk,AML Investigator,"leadership,aml_compliance",Retail Banking,Branch Supervisor,"customer_service,teller_ops,branch_management",2.8,23.0,4,807.88,8.3
STF-01347,Retail Banking,Branch Officer,"teller_ops,customer_service",Compliance & Risk,Compliance Officer,"cybersecurity,leadership",0.7,21.0,2,563.7,6.7
STF-01348,Private & Wealth,Private Banker,"wealth_management,customer_service,sales_advisory,leadership",Treasury & Markets,Markets Associate,"credit_risk,treasury_ops,forex_ops,loan_underwriting",1.8,25.0,4,664.86,6.3
STF-01349,Credit & Lending,Credit Analyst,"credit_risk,data_analytics",Private & Wealth,Wealth Advisor,"customer_service,sales_advisory,wealth_management",3.7,17.0,3,421.84,1.7
STF-01350,Retail Banking,Branch Officer,"customer_service,teller_ops,digital_banking",Digital & IT,Digital Banking Officer,"digital_banking,data_analytics,cybersecurity,branch_management",6.3,20.0,4,614.1,7.4
STF-01351,Digital & IT,Systems Administrator,"cybersecurity,digital_banking,data_analytics,it_support",Compliance & Risk,Risk Analyst,"aml_compliance,cybersecurity,credit_risk",5.0,20.0,2,883.02,0.0
STF-01352,Digital & IT,Digital Banking Officer,"it_support,cybersecurity,digital_banking,aml_compliance",Digital & IT,Systems Administrator,"cybersecurity,it_support,data_analytics,aml_compliance",2.2,14.0,3,492.31,0.0
STF-01353,Private & Wealth,Private Banker,"sales_advisory,customer_service,wealth_management",Treasury & Markets,Markets Associate,"treasury_ops,forex_ops",6.0,19.0,3,570.85,2.8
STF-01354,Credit & Lending,Lending Manager,"loan_underwriting,credit_risk,data_analytics",Credit & Lending,Credit Analyst,"loan_underwriting,aml_compliance",2.2,23.0,2,740.72,5.1
STF-01355,Retail Banking,Customer Service Rep,"customer_service,branch_management,sales_advisory,teller_ops",Retail Banking,Customer Service Rep,"sales_advisory,teller_ops,customer_service",4.2,20.0,5,874.52,13.1
STF-01356,Private & Wealth,Private Banker,"sales_advisory,customer_service,wealth_management",Compliance & Risk,Risk Analyst,"aml_compliance,leadership,credit_risk,data_analytics",10.1,20.0,2,988.37,3.7
STF-01357,Private & Wealth,Private Banker,"wealth_management,leadership,customer_service,sales_advisory",Treasury & Markets,FX Dealer,"data_analytics,credit_risk",1.2,11.0,4,696.48,8.5
STF-01358,Compliance & Risk,AML Investigator,"cybersecurity,leadership,aml_compliance,credit_risk",Private & Wealth,Relationship Manager,"sales_advisory,leadership,forex_ops",13.1,9.0,2,1028.32,2.2
STF-01359,Private & Wealth,Relationship Manager,"leadership,wealth_management,sales_advisory,customer_service",Private & Wealth,Private Banker,"wealth_management,sales_advisory,leadership",6.9,15.0,4,704.87,5.7
STF-01360,Private & Wealth,Wealth Advisor,"leadership,wealth_management,customer_service",Private & Wealth,Wealth Advisor,"customer_service,sales_advisory,teller_ops",6.7,18.0,4,972.29,0.0
STF-01361,Treasury & Markets,Markets Associate,"data_analytics,credit_risk,treasury_ops,forex_ops,branch_management",Treasury & Markets,Treasury Analyst,"forex_ops,data_analytics,treasury_ops",4.0,16.0,3,1123.77,8.9
STF-01362,Treasury & Markets,Markets Associate,"credit_risk,data_analytics,treasury_ops",Treasury & Markets,FX Dealer,"data_analytics,forex_ops,credit_risk",6.8,15.0,3,992.16,5.4
